order_id,origin_id,destination_id,expect_pickup_time,expect_dropoff_time,volume,service_time,max_waiting_time
798,o1,d1,18/12/2023 04:46,19/12/2023 10:00,18.6,480,10800
799,o0,d0,18/12/2023 04:46,19/12/2023 07:00,12.5,480,10800
800,o7,d2,18/12/2023 04:47,18/12/2023 18:00,18.6,300,10800
801,o2,d2,18/12/2023 04:47,23/12/2023 19:00,30,360,10800
802,o5,d2,18/12/2023 04:47,18/12/2023 18:00,33.6,300,10800
803,o9,d2,18/12/2023 04:48,19/12/2023 19:00,30.1,540,10800
804,o6,d2,18/12/2023 04:48,18/12/2023 20:00,24,600,10800
805,o0,d0,18/12/2023 04:48,19/12/2023 15:00,33,420,10800
806,o0,d0,18/12/2023 04:48,18/12/2023 14:00,10,480,10800
807,o0,d2,18/12/2023 04:48,19/12/2023 08:00,12,480,10800
808,o8,d1,18/12/2023 04:49,18/12/2023 12:00,33.6,540,10800
809,o9,d0,18/12/2023 04:49,18/12/2023 19:00,11.5,420,10800
810,o7,d2,18/12/2023 04:49,18/12/2023 21:00,23,600,10800
811,o1,d1,18/12/2023 04:49,18/12/2023 11:00,11.5,540,10800
812,o4,d0,18/12/2023 04:50,19/12/2023 14:00,10.5,360,10800
813,o7,d2,18/12/2023 04:51,18/12/2023 18:00,18.6,540,10800
814,o0,d0,18/12/2023 04:51,19/12/2023 09:00,6.5,360,10800
815,o8,d1,18/12/2023 04:53,18/12/2023 12:00,33.6,480,10800
816,o9,d2,18/12/2023 04:53,18/12/2023 16:00,33.6,300,10800
817,o9,d2,18/12/2023 04:53,19/12/2023 07:00,31.1,420,10800
818,o6,d0,18/12/2023 04:53,19/12/2023 07:00,12,540,10800
819,o7,d0,18/12/2023 04:54,19/12/2023 12:00,18,360,10800
820,o6,d0,18/12/2023 04:54,19/12/2023 12:00,23,300,10800
821,o2,d2,18/12/2023 04:54,19/12/2023 16:00,37,600,10800
822,o0,d1,18/12/2023 04:54,20/12/2023 15:00,9.5,480,10800
823,o8,d0,18/12/2023 04:55,18/12/2023 14:00,18.3,480,10800
824,o7,d0,18/12/2023 04:55,18/12/2023 10:00,33.6,300,10800
825,o1,d1,18/12/2023 04:55,19/12/2023 10:00,12,420,10800
826,o1,d2,18/12/2023 04:55,18/12/2023 17:00,11,480,10800
827,o2,d2,18/12/2023 04:56,20/12/2023 11:00,33.6,600,10800
828,o1,d1,18/12/2023 04:56,18/12/2023 11:00,11.5,600,10800
829,o1,d1,18/12/2023 04:56,19/12/2023 10:00,32,360,10800
830,o7,d0,18/12/2023 04:57,18/12/2023 10:00,33.6,480,10800
831,o2,d2,18/12/2023 04:57,23/12/2023 19:00,30,600,10800
832,o0,d0,18/12/2023 04:57,18/12/2023 11:00,10,540,10800
833,o6,d0,18/12/2023 04:58,19/12/2023 07:00,12,300,10800
834,o9,d0,18/12/2023 04:59,18/12/2023 14:00,16.5,360,10800
835,o0,d0,18/12/2023 04:59,19/12/2023 14:00,10,300,10800
836,o7,d1,18/12/2023 05:00,18/12/2023 12:00,2,480,10800
837,o1,d2,18/12/2023 05:00,20/12/2023 10:00,40,360,10800
838,o1,d1,18/12/2023 05:00,19/12/2023 21:00,12.5,360,10800
839,o5,d1,18/12/2023 05:00,18/12/2023 14:00,33,420,10800
840,o8,d1,18/12/2023 05:01,18/12/2023 12:00,33.6,540,10800
841,o6,d0,18/12/2023 05:01,18/12/2023 11:00,28.1,360,10800
842,o0,d0,18/12/2023 05:01,18/12/2023 15:00,10,600,10800
843,o5,d1,18/12/2023 05:01,20/12/2023 07:00,40,360,10800
844,o7,d0,18/12/2023 05:02,19/12/2023 09:00,24,360,10800
845,o6,d0,18/12/2023 05:02,18/12/2023 12:00,11.5,480,10800
846,o6,d0,18/12/2023 05:02,18/12/2023 12:00,33.6,300,10800
847,o6,d2,18/12/2023 05:02,18/12/2023 18:00,7.5,420,10800
848,o0,d0,18/12/2023 05:02,19/12/2023 15:00,12,360,10800
849,o4,d2,18/12/2023 05:03,19/12/2023 22:00,23,540,10800
850,o6,d0,18/12/2023 05:03,18/12/2023 12:00,11.5,420,10800
851,o1,d2,18/12/2023 05:03,19/12/2023 14:00,12,360,10800
852,o1,d1,18/12/2023 05:03,19/12/2023 18:00,28.8,540,10800
853,o0,d0,18/12/2023 05:03,19/12/2023 09:00,11.5,420,10800
854,o7,d0,18/12/2023 05:04,19/12/2023 10:00,32.3,360,10800
855,o7,d0,18/12/2023 05:04,19/12/2023 10:00,33.6,360,10800
856,o7,d0,18/12/2023 05:04,18/12/2023 12:00,12,300,10800
857,o7,d1,18/12/2023 05:04,18/12/2023 17:00,13.5,360,10800
858,o6,d0,18/12/2023 05:04,19/12/2023 12:00,11,300,10800
859,o2,d2,18/12/2023 05:04,23/12/2023 19:00,30,540,10800
860,o0,d0,18/12/2023 05:04,19/12/2023 15:00,12,540,10800
861,o0,d0,18/12/2023 05:04,18/12/2023 15:00,10,600,10800
862,o0,d0,18/12/2023 05:04,18/12/2023 15:00,10,600,10800
863,o0,d2,18/12/2023 05:04,19/12/2023 15:00,40,420,10800
864,o5,d1,18/12/2023 05:04,18/12/2023 20:00,24,480,10800
865,o5,d2,18/12/2023 05:04,18/12/2023 18:00,12.2,600,10800
866,o9,d2,18/12/2023 05:05,19/12/2023 10:00,37.2,480,10800
867,o7,d0,18/12/2023 05:05,19/12/2023 10:00,28.8,420,10800
868,o7,d1,18/12/2023 05:05,18/12/2023 12:00,10,600,10800
869,o0,d0,18/12/2023 05:05,19/12/2023 15:00,10,600,10800
870,o4,d2,18/12/2023 05:06,18/12/2023 21:00,16.8,480,10800
871,o8,d0,18/12/2023 05:06,18/12/2023 16:00,37.2,600,10800
872,o9,d2,18/12/2023 05:06,19/12/2023 19:05,18.6,360,10800
873,o6,d0,18/12/2023 05:06,18/12/2023 12:00,11.5,600,10800
874,o2,d2,18/12/2023 05:06,19/12/2023 06:30,4,540,10800
875,o1,d2,18/12/2023 05:06,20/12/2023 10:00,40,540,10800
876,o0,d0,18/12/2023 05:06,19/12/2023 09:00,11.5,540,10800
877,o4,d0,18/12/2023 05:07,18/12/2023 10:00,12,600,10800
878,o7,d0,18/12/2023 05:07,19/12/2023 12:00,11.5,540,10800
879,o2,d2,18/12/2023 05:07,19/12/2023 06:30,4.5,360,10800
880,o1,d1,18/12/2023 05:07,19/12/2023 18:00,33.6,540,10800
881,o8,d0,18/12/2023 05:08,19/12/2023 09:00,33.6,540,10800
882,o7,d0,18/12/2023 05:08,18/12/2023 12:00,33.6,300,10800
883,o7,d2,18/12/2023 05:08,18/12/2023 16:00,15.5,540,10800
884,o7,d1,18/12/2023 05:08,18/12/2023 12:00,15,480,10800
885,o7,d2,18/12/2023 05:08,18/12/2023 21:00,11.5,600,10800
886,o6,d2,18/12/2023 05:08,19/12/2023 00:00,20,480,10800
887,o6,d2,18/12/2023 05:09,18/12/2023 23:00,12,360,10800
888,o7,d0,18/12/2023 05:10,18/12/2023 12:00,33.6,480,10800
889,o7,d0,18/12/2023 05:10,18/12/2023 12:00,12,300,10800
890,o7,d0,18/12/2023 05:10,18/12/2023 14:00,7,360,10800
891,o7,d1,18/12/2023 05:10,18/12/2023 12:00,2,360,10800
892,o2,d2,18/12/2023 05:10,23/12/2023 19:00,30,300,10800
893,o2,d2,18/12/2023 05:10,19/12/2023 06:30,4,420,10800
894,o7,d0,18/12/2023 05:11,18/12/2023 12:00,33.6,420,10800
895,o7,d0,18/12/2023 05:11,18/12/2023 14:00,7,600,10800
896,o6,d1,18/12/2023 05:11,19/12/2023 09:00,12,600,10800
897,o8,d0,18/12/2023 05:12,20/12/2023 09:00,23,600,10800
898,o9,d1,18/12/2023 05:12,19/12/2023 11:00,11.5,360,10800
899,o9,d2,18/12/2023 05:12,19/12/2023 19:05,18.6,600,10800
900,o7,d0,18/12/2023 05:12,18/12/2023 12:00,16,600,10800
901,o6,d2,18/12/2023 05:12,19/12/2023 17:00,33.6,300,10800
902,o6,d2,18/12/2023 05:12,18/12/2023 18:00,7.5,360,10800
903,o8,d1,18/12/2023 05:13,18/12/2023 12:00,33.6,300,10800
904,o6,d0,18/12/2023 05:13,19/12/2023 12:00,11,360,10800
905,o6,d1,18/12/2023 05:13,19/12/2023 09:00,12,540,10800
906,o6,d0,18/12/2023 05:13,18/12/2023 15:00,10.5,420,10800
907,o1,d1,18/12/2023 05:13,19/12/2023 21:00,12.5,300,10800
908,o7,d0,18/12/2023 05:14,18/12/2023 12:00,33.6,540,10800
909,o1,d1,18/12/2023 05:14,19/12/2023 21:00,12.7,360,10800
910,o0,d0,18/12/2023 05:14,19/12/2023 15:00,10,300,10800
911,o0,d2,18/12/2023 05:14,19/12/2023 20:00,35,420,10800
912,o5,d2,18/12/2023 05:14,19/12/2023 10:00,33.6,600,10800
913,o6,d2,18/12/2023 05:15,19/12/2023 23:00,12,540,10800
914,o2,d2,18/12/2023 05:15,19/12/2023 06:30,14.5,480,10800
915,o1,d1,18/12/2023 05:15,19/12/2023 10:00,37.2,480,10800
916,o5,d1,18/12/2023 05:15,20/12/2023 09:00,14,600,10800
917,o4,d0,18/12/2023 05:16,20/12/2023 12:00,12,480,10800
918,o4,d2,18/12/2023 05:16,18/12/2023 18:05,6,300,10800
919,o7,d0,18/12/2023 05:16,18/12/2023 21:00,24,420,10800
920,o5,d0,18/12/2023 05:16,19/12/2023 18:00,24,600,10800
921,o5,d1,18/12/2023 05:16,18/12/2023 20:00,24,420,10800
922,o5,d2,18/12/2023 05:16,18/12/2023 18:00,8,420,10800
923,o8,d0,18/12/2023 05:17,18/12/2023 14:00,16,420,10800
924,o7,d0,18/12/2023 05:17,18/12/2023 12:00,33.6,300,10800
925,o7,d0,18/12/2023 05:17,18/12/2023 12:00,33.6,600,10800
926,o7,d1,18/12/2023 05:17,18/12/2023 12:00,5,360,10800
927,o0,d0,18/12/2023 05:17,19/12/2023 10:00,18.5,600,10800
928,o0,d0,18/12/2023 05:17,19/12/2023 15:00,10,420,10800
929,o0,d0,18/12/2023 05:17,19/12/2023 11:00,12,360,10800
930,o0,d0,18/12/2023 05:17,18/12/2023 15:00,10,360,10800
931,o7,d0,18/12/2023 05:18,19/12/2023 10:00,11.5,480,10800
932,o2,d3,18/12/2023 05:18,19/12/2023 23:00,37.2,600,10800
933,o1,d3,18/12/2023 05:18,18/12/2023 17:00,32.6,540,10800
934,o4,d2,18/12/2023 05:19,20/12/2023 18:00,12,600,10800
935,o2,d0,18/12/2023 05:19,20/12/2023 12:00,33,300,10800
936,o6,d1,18/12/2023 05:20,19/12/2023 09:00,12,300,10800
937,o1,d3,18/12/2023 05:20,18/12/2023 17:00,12,420,10800
938,o5,d1,18/12/2023 05:20,20/12/2023 09:00,11.5,360,10800
939,o7,d1,18/12/2023 05:21,18/12/2023 12:00,10,480,10800
940,o0,d0,18/12/2023 05:21,19/12/2023 15:00,10,600,10800
941,o0,d0,18/12/2023 05:21,18/12/2023 15:00,10,420,10800
942,o0,d2,18/12/2023 05:21,19/12/2023 20:00,35,360,10800
943,o0,d2,18/12/2023 05:22,19/12/2023 20:00,35,600,10800
944,o5,d2,18/12/2023 05:22,18/12/2023 19:30,30,300,10800
945,o7,d0,18/12/2023 05:23,19/12/2023 11:00,28,480,10800
946,o6,d1,18/12/2023 05:23,19/12/2023 09:00,12,420,10800
947,o6,d0,18/12/2023 05:23,18/12/2023 16:00,11.8,360,10800
948,o1,d0,18/12/2023 05:23,19/12/2023 10:00,18.5,360,10800
949,o1,d2,18/12/2023 05:23,18/12/2023 18:00,6,480,10800
950,o4,d0,18/12/2023 05:24,20/12/2023 12:00,12,540,10800
951,o9,d2,18/12/2023 05:24,19/12/2023 19:05,18.6,420,10800
952,o2,d2,18/12/2023 05:24,19/12/2023 06:00,14.5,600,10800
953,o7,d1,18/12/2023 05:25,18/12/2023 12:00,20,540,10800
954,o0,d0,18/12/2023 05:25,19/12/2023 15:00,33,420,10800
955,o5,d0,18/12/2023 05:25,18/12/2023 12:00,33.6,480,10800
956,o2,d2,18/12/2023 05:26,19/12/2023 06:00,12,540,10800
957,o7,d0,18/12/2023 05:27,18/12/2023 10:00,11.5,480,10800
958,o0,d0,18/12/2023 05:27,19/12/2023 15:00,33,540,10800
959,o0,d0,18/12/2023 05:27,19/12/2023 15:00,33,360,10800
960,o5,d0,18/12/2023 05:27,19/12/2023 18:00,24,540,10800
961,o4,d2,18/12/2023 05:28,19/12/2023 20:00,33,480,10800
962,o8,d1,18/12/2023 05:28,19/12/2023 12:00,16,480,10800
963,o8,d0,18/12/2023 05:28,18/12/2023 14:00,30.6,600,10800
964,o7,d2,18/12/2023 05:28,19/12/2023 05:00,36.4,420,10800
965,o2,d2,18/12/2023 05:28,19/12/2023 12:00,9.5,480,10800
966,o2,d2,18/12/2023 05:28,19/12/2023 15:00,36,480,10800
967,o5,d2,18/12/2023 05:28,18/12/2023 19:00,12,480,10800
968,o4,d1,18/12/2023 05:29,20/12/2023 09:00,33,540,10800
969,o9,d2,18/12/2023 05:29,19/12/2023 01:00,34,480,10800
970,o7,d0,18/12/2023 05:29,18/12/2023 14:00,3,420,10800
971,o6,d2,18/12/2023 05:29,18/12/2023 18:00,7.5,300,10800
972,o2,d0,18/12/2023 05:29,18/12/2023 10:00,12,480,10800
973,o0,d0,18/12/2023 05:29,19/12/2023 15:00,10,600,10800
974,o2,d2,18/12/2023 05:31,19/12/2023 06:30,14.5,600,10800
975,o2,d2,18/12/2023 05:31,19/12/2023 06:30,7,300,10800
976,o5,d1,18/12/2023 05:31,20/12/2023 07:00,40,420,10800
977,o6,d1,18/12/2023 05:32,19/12/2023 09:00,12,540,10800
978,o6,d2,18/12/2023 05:32,18/12/2023 18:00,7.5,300,10800
979,o1,d0,18/12/2023 05:32,19/12/2023 08:30,12,300,10800
980,o8,d1,18/12/2023 05:33,19/12/2023 12:00,24,360,10800
981,o9,d1,18/12/2023 05:33,19/12/2023 11:00,11.5,420,10800
982,o9,d2,18/12/2023 05:33,18/12/2023 20:40,34.8,540,10800
983,o7,d0,18/12/2023 05:33,18/12/2023 12:00,16,540,10800
984,o7,d2,18/12/2023 05:33,18/12/2023 18:00,37.2,600,10800
985,o6,d1,18/12/2023 05:33,19/12/2023 09:00,12,360,10800
986,o2,d0,18/12/2023 05:33,18/12/2023 10:00,12,480,10800
987,o0,d0,18/12/2023 05:33,19/12/2023 15:00,10,540,10800
988,o8,d0,18/12/2023 05:34,20/12/2023 09:00,33,600,10800
989,o9,d2,18/12/2023 05:34,19/12/2023 01:00,11.5,600,10800
990,o9,d2,18/12/2023 05:34,19/12/2023 14:00,33.6,540,10800
991,o8,d0,18/12/2023 05:35,18/12/2023 14:00,18,600,10800
992,o7,d0,18/12/2023 05:35,18/12/2023 12:00,16.8,540,10800
993,o0,d0,18/12/2023 05:35,18/12/2023 15:00,10,480,10800
994,o8,d0,18/12/2023 05:36,19/12/2023 09:00,33.6,600,10800
995,o8,d0,18/12/2023 05:36,18/12/2023 14:00,16.5,480,10800
996,o9,d2,18/12/2023 05:36,19/12/2023 10:00,37.2,360,10800
997,o2,d2,18/12/2023 05:36,19/12/2023 06:30,4.5,300,10800
998,o0,d0,18/12/2023 05:36,19/12/2023 15:00,33,300,10800
999,o5,d1,18/12/2023 05:36,20/12/2023 07:00,40,300,10800
1000,o8,d1,18/12/2023 05:37,18/12/2023 12:00,24,420,10800
1001,o8,d2,18/12/2023 05:37,19/12/2023 15:00,32,300,10800
1002,o9,d2,18/12/2023 05:37,19/12/2023 19:05,16,420,10800
1003,o7,d0,18/12/2023 05:37,20/12/2023 11:00,28.8,420,10800
1004,o7,d0,18/12/2023 05:37,19/12/2023 12:00,15,480,10800
1005,o9,d2,18/12/2023 05:38,19/12/2023 19:05,18.6,480,10800
1006,o7,d0,18/12/2023 05:38,19/12/2023 12:00,3,600,10800
1007,o6,d2,18/12/2023 05:38,19/12/2023 23:00,12,360,10800
1008,o2,d2,18/12/2023 05:38,19/12/2023 12:00,34.6,480,10800
1009,o8,d1,18/12/2023 05:39,18/12/2023 12:00,16.8,480,10800
1010,o7,d2,18/12/2023 05:39,18/12/2023 18:00,18.6,600,10800
1011,o4,d2,18/12/2023 05:40,18/12/2023 21:00,16.8,480,10800
1012,o8,d1,18/12/2023 05:40,18/12/2023 12:00,16,420,10800
1013,o6,d2,18/12/2023 05:40,18/12/2023 15:10,18.6,360,10800
1014,o6,d2,18/12/2023 05:40,18/12/2023 17:00,12.3,600,10800
1015,o9,d2,18/12/2023 05:41,19/12/2023 19:05,18.6,420,10800
1016,o7,d1,18/12/2023 05:41,18/12/2023 12:00,10,360,10800
1017,o6,d0,18/12/2023 05:41,18/12/2023 16:00,11.9,540,10800
1018,o6,d0,18/12/2023 05:41,18/12/2023 21:00,24,360,10800
1019,o0,d0,18/12/2023 05:41,19/12/2023 12:00,11.5,540,10800
1020,o9,d1,18/12/2023 05:42,19/12/2023 11:00,11.5,420,10800
1021,o7,d0,18/12/2023 05:42,18/12/2023 12:00,12,420,10800
1022,o2,d2,18/12/2023 05:42,20/12/2023 13:00,33.6,420,10800
1023,o2,d2,18/12/2023 05:42,19/12/2023 06:30,7,600,10800
1024,o9,d2,18/12/2023 05:43,19/12/2023 19:05,16,360,10800
1025,o7,d1,18/12/2023 05:43,18/12/2023 12:00,20,360,10800
1026,o7,d2,18/12/2023 05:43,18/12/2023 21:00,11.5,600,10800
1027,o1,d2,18/12/2023 05:43,18/12/2023 18:00,6,600,10800
1028,o1,d0,18/12/2023 05:43,19/12/2023 11:00,4.5,480,10800
1029,o1,d1,18/12/2023 05:43,19/12/2023 15:00,33.6,540,10800
1030,o1,d2,18/12/2023 05:43,19/12/2023 19:00,12.5,480,10800
1031,o5,d2,18/12/2023 05:43,19/12/2023 08:00,33.2,420,10800
1032,o8,d1,18/12/2023 05:44,18/12/2023 12:00,33.6,360,10800
1033,o7,d2,18/12/2023 05:44,18/12/2023 20:00,33.5,600,10800
1034,o6,d2,18/12/2023 05:44,18/12/2023 15:10,18.6,480,10800
1035,o2,d2,18/12/2023 05:44,19/12/2023 09:00,16.8,360,10800
1036,o2,d2,18/12/2023 05:44,20/12/2023 11:00,33.6,540,10800
1037,o0,d0,18/12/2023 05:44,19/12/2023 10:00,19,300,10800
1038,o0,d0,18/12/2023 05:44,20/12/2023 15:00,27,600,10800
1039,o7,d2,18/12/2023 05:45,18/12/2023 18:00,16.8,300,10800
1040,o7,d1,18/12/2023 05:45,18/12/2023 12:00,10,360,10800
1041,o1,d2,18/12/2023 05:45,19/12/2023 19:00,12.5,540,10800
1042,o5,d0,18/12/2023 05:45,18/12/2023 11:00,12,420,10800
1043,o8,d0,18/12/2023 05:46,18/12/2023 14:00,18.3,420,10800
1044,o9,d2,18/12/2023 05:46,19/12/2023 19:05,16,300,10800
1045,o4,d2,18/12/2023 05:47,18/12/2023 18:05,6,600,10800
1046,o8,d1,18/12/2023 05:48,18/12/2023 12:00,33.6,420,10800
1047,o8,d0,18/12/2023 05:48,18/12/2023 14:00,18,540,10800
1048,o7,d0,18/12/2023 05:48,18/12/2023 12:00,16.8,300,10800
1049,o1,d1,18/12/2023 05:48,18/12/2023 17:00,18.6,360,10800
1050,o8,d0,18/12/2023 05:49,18/12/2023 18:00,33.6,300,10800
1051,o9,d2,18/12/2023 05:49,20/12/2023 00:00,13,300,10800
1052,o7,d0,18/12/2023 05:49,19/12/2023 12:00,11.5,600,10800
1053,o7,d2,18/12/2023 05:49,19/12/2023 01:00,33,300,10800
1054,o7,d1,18/12/2023 05:49,18/12/2023 12:00,10,540,10800
1055,o6,d0,18/12/2023 05:49,18/12/2023 16:00,11.9,480,10800
1056,o2,d0,18/12/2023 05:49,18/12/2023 10:00,12,300,10800
1057,o1,d0,18/12/2023 05:49,19/12/2023 10:00,18.5,600,10800
1058,o1,d1,18/12/2023 05:49,18/12/2023 17:00,18.6,300,10800
1059,o5,d0,18/12/2023 05:49,18/12/2023 11:00,12.5,420,10800
1060,o5,d0,18/12/2023 05:49,18/12/2023 12:00,16.8,480,10800
1061,o5,d1,18/12/2023 05:49,18/12/2023 14:00,33,300,10800
1062,o10,d2,18/12/2023 05:49,19/12/2023 20:00,12,360,10800
1063,o2,d2,18/12/2023 05:50,19/12/2023 06:30,14.5,300,10800
1064,o0,d0,18/12/2023 05:50,19/12/2023 15:00,33,480,10800
1065,o8,d1,18/12/2023 05:51,18/12/2023 12:00,33.6,300,10800
1066,o2,d2,18/12/2023 05:51,19/12/2023 06:30,7,480,10800
1067,o0,d0,18/12/2023 05:51,18/12/2023 15:00,8.44,300,10800
1068,o5,d1,18/12/2023 05:51,20/12/2023 07:00,40,540,10800
1069,o4,d0,18/12/2023 05:52,19/12/2023 12:00,33.6,480,10800
1070,o8,d1,18/12/2023 05:52,18/12/2023 12:00,33.6,540,10800
1071,o7,d0,18/12/2023 05:52,18/12/2023 12:00,33.6,480,10800
1072,o7,d0,18/12/2023 05:52,18/12/2023 14:00,3,480,10800
1073,o6,d2,18/12/2023 05:52,19/12/2023 00:00,20,600,10800
1074,o2,d2,18/12/2023 05:52,19/12/2023 06:00,14.5,540,10800
1075,o0,d0,18/12/2023 05:52,19/12/2023 15:00,4,600,10800
1076,o10,d0,18/12/2023 05:52,18/12/2023 12:00,9,540,10800
1077,o7,d0,18/12/2023 05:53,18/12/2023 12:00,16.8,420,10800
1078,o7,d0,18/12/2023 05:53,18/12/2023 12:00,16.8,480,10800
1079,o2,d2,18/12/2023 05:53,19/12/2023 06:00,12,420,10800
1080,o1,d2,18/12/2023 05:53,19/12/2023 19:00,12.5,540,10800
1081,o0,d0,18/12/2023 05:53,19/12/2023 15:00,33,480,10800
1082,o4,d2,18/12/2023 05:54,19/12/2023 22:00,23,420,10800
1083,o8,d0,18/12/2023 05:54,18/12/2023 12:00,24,360,10800
1084,o9,d0,18/12/2023 05:54,19/12/2023 08:00,37.2,300,10800
1085,o7,d0,18/12/2023 05:54,18/12/2023 12:00,16,420,10800
1086,o7,d1,18/12/2023 05:54,18/12/2023 12:00,10,480,10800
1087,o2,d2,18/12/2023 05:54,19/12/2023 06:30,4,420,10800
1088,o4,d2,18/12/2023 05:56,19/12/2023 20:00,33,600,10800
1089,o8,d0,18/12/2023 05:56,18/12/2023 12:00,12,480,10800
1090,o6,d2,18/12/2023 05:56,19/12/2023 17:00,18.6,360,10800
1091,o0,d0,18/12/2023 05:56,19/12/2023 11:00,12,600,10800
1092,o0,d2,18/12/2023 05:56,19/12/2023 20:00,35,420,10800
1093,o5,d2,18/12/2023 05:56,19/12/2023 00:00,33.3,540,10800
1094,o8,d0,18/12/2023 05:57,18/12/2023 14:00,16,540,10800
1095,o4,d2,18/12/2023 05:58,18/12/2023 21:00,12.5,540,10800
1096,o9,d2,18/12/2023 05:58,19/12/2023 19:05,18.6,600,10800
1097,o9,d2,18/12/2023 05:58,18/12/2023 20:40,34.8,480,10800
1098,o7,d1,18/12/2023 05:58,18/12/2023 12:00,10,360,10800
1099,o2,d2,18/12/2023 05:58,19/12/2023 06:30,4.5,600,10800
1100,o1,d2,18/12/2023 05:58,18/12/2023 18:00,6,600,10800
1101,o5,d1,18/12/2023 05:58,18/12/2023 14:00,33,480,10800
1102,o8,d2,18/12/2023 05:59,18/12/2023 20:00,37.2,480,10800
1103,o8,d0,18/12/2023 05:59,18/12/2023 11:00,37.2,480,10800
1104,o7,d0,18/12/2023 05:59,20/12/2023 11:00,16.8,420,10800
1105,o1,d1,18/12/2023 05:59,19/12/2023 10:00,32,300,10800
1106,o0,d0,18/12/2023 05:59,19/12/2023 11:00,12,480,10800
1107,o0,d2,18/12/2023 05:59,18/12/2023 19:00,30,600,10800
1108,o8,d0,18/12/2023 06:00,18/12/2023 11:00,12,480,10800
1109,o8,d2,18/12/2023 06:00,19/12/2023 09:00,16.8,360,10800
1110,o9,d0,18/12/2023 06:00,18/12/2023 11:00,11.5,600,10800
1111,o1,d2,18/12/2023 06:00,19/12/2023 22:00,12,420,10800
1112,o5,d0,18/12/2023 06:00,19/12/2023 12:00,16.8,360,10800
1113,o8,d0,18/12/2023 06:01,18/12/2023 20:00,12,360,10800
1114,o9,d0,18/12/2023 06:01,18/12/2023 11:00,11.8,420,10800
1115,o9,d2,18/12/2023 06:01,19/12/2023 19:00,37,300,10800
1116,o2,d2,18/12/2023 06:01,19/12/2023 09:00,37.2,540,10800
1117,o9,d2,18/12/2023 06:02,18/12/2023 20:00,12,540,10800
1118,o1,d2,18/12/2023 06:02,19/12/2023 07:00,5,540,10800
1119,o0,d2,18/12/2023 06:02,19/12/2023 06:00,11,420,10800
1120,o0,d2,18/12/2023 06:02,19/12/2023 21:00,5.3,420,10800
1121,o8,d2,18/12/2023 06:03,18/12/2023 21:00,25,420,10800
1122,o8,d2,18/12/2023 06:03,20/12/2023 15:15,34.6,420,10800
1123,o9,d0,18/12/2023 06:03,18/12/2023 11:00,11,300,10800
1124,o9,d0,18/12/2023 06:03,18/12/2023 11:00,11.8,480,10800
1125,o6,d2,18/12/2023 06:03,18/12/2023 20:00,11,540,10800
1126,o2,d2,18/12/2023 06:03,20/12/2023 13:00,33.6,420,10800
1127,o7,d2,18/12/2023 06:04,19/12/2023 19:00,5,540,10800
1128,o5,d0,18/12/2023 06:04,19/12/2023 12:00,33.6,360,10800
1129,o7,d2,18/12/2023 06:05,18/12/2023 20:00,27,420,10800
1130,o6,d0,18/12/2023 06:05,18/12/2023 12:00,11.5,360,10800
1131,o6,d0,18/12/2023 06:05,18/12/2023 12:00,11.5,600,10800
1132,o2,d3,18/12/2023 06:05,22/12/2023 17:00,33,480,10800
1133,o1,d1,18/12/2023 06:05,19/12/2023 17:00,18.6,480,10800
1134,o0,d2,18/12/2023 06:05,20/12/2023 10:00,9,480,10800
1135,o4,d0,18/12/2023 06:06,19/12/2023 21:00,12,540,10800
1136,o6,d2,18/12/2023 06:06,19/12/2023 06:00,18.3,300,10800
1137,o2,d3,18/12/2023 06:06,22/12/2023 17:00,33,420,10800
1138,o1,d1,18/12/2023 06:06,19/12/2023 10:00,37.2,600,10800
1139,o0,d0,18/12/2023 06:06,19/12/2023 19:00,32,420,10800
1140,o0,d2,18/12/2023 06:06,18/12/2023 18:55,16.8,420,10800
1141,o5,d1,18/12/2023 06:06,18/12/2023 20:00,24,300,10800
1142,o9,d0,18/12/2023 06:07,18/12/2023 11:00,11.5,360,10800
1143,o2,d2,18/12/2023 06:07,19/12/2023 15:00,36,600,10800
1144,o1,d0,18/12/2023 06:07,19/12/2023 10:00,18.5,300,10800
1145,o1,d2,18/12/2023 06:07,19/12/2023 22:00,12,420,10800
1146,o8,d0,18/12/2023 06:08,18/12/2023 14:00,29,600,10800
1147,o6,d2,18/12/2023 06:08,19/12/2023 04:00,36.4,480,10800
1148,o6,d0,18/12/2023 06:08,18/12/2023 10:00,11,540,10800
1149,o2,d2,18/12/2023 06:08,19/12/2023 10:00,24,480,10800
1150,o0,d2,18/12/2023 06:08,20/12/2023 10:00,9,360,10800
1151,o5,d0,18/12/2023 06:08,18/12/2023 12:00,10,360,10800
1152,o6,d2,18/12/2023 06:09,18/12/2023 17:00,33.6,540,10800
1153,o1,d2,18/12/2023 06:09,19/12/2023 13:00,37.2,300,10800
1154,o1,d1,18/12/2023 06:09,19/12/2023 10:00,32,300,10800
1155,o0,d2,18/12/2023 06:09,19/12/2023 06:00,12,300,10800
1156,o6,d0,18/12/2023 06:10,18/12/2023 12:00,33.6,540,10800
1157,o2,d0,18/12/2023 06:10,18/12/2023 12:00,16.8,300,10800
1158,o0,d2,18/12/2023 06:10,20/12/2023 02:00,20.5,360,10800
1159,o2,d2,18/12/2023 06:11,19/12/2023 20:00,36.6,360,10800
1160,o0,d2,18/12/2023 06:11,19/12/2023 21:00,4.7,540,10800
